id,company,url,location,positionName,salary,description
114,Techvolt Software Pvt. Ltd,https://www.indeed.co.in/rc/clk?jk=1a306cc55db9a986&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Saibaba Colony, Coimbatore, Tamil Nadu",Python Full Stack Developer,"₹2,40,000 - ₹3,50,000 a year","Job title- Python Developer
About the Company- Techvolt Software Pvt. Ltd is a Software development and digital marketing company located in Coimbatore. Techvolt involves in the business entity of ERP, CRM Applications, Web Designing, Web Hosting and Web Application Development, Embedded Systems, IoT and Machine Learning. Techvolt Software also provides services on Digital Marketing for business promotion to their clients and customers across India.
About the job- Techvolt Software Pvt. Ltd is looking for a full-time experienced candidate in Python with knowledge in Django framework for our branch located in Coimbatore.
Number of openings-3
Eligibility Criteria- Graduate or Post Graduate (B.E., B. Tech, etc.)
Experience Required- 0.6 months to 1 year
Skills Required-
· Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
· Good understanding of relational databases (e.g., MySQL)
· Python framework- Django (mandatory).
Roles and Responsibilities-
· Write effective, scalable code
· Develop and maintain high-quality Python applications using Django and Flask frameworks
· Coordinate with internal teams to understand user requirements and provide technical solution
· Able to integrate multiple data sources and databases into one system
Rounds of Interview- Machine Test and Personal Interview
Salary - As per Industry standards
Job Location-Coimbatore, Tamil Nadu
To Apply- Interested candidates can mail your resume to himani@techvoltcoimbatore.com
Thanks, and Regards
Himani Agrawal
HR Executive
Techvolt Software Pvt. Ltd,
Coimbatore
Job Type: Full-time
Salary: ₹240,000.00 - ₹350,000.00 per year
Schedule:

 Fixed shift

Tipe Lokasi:

 In-person

Work Location: In person
Speak with the employer+91 8839073599"
115,AMBC,https://www.indeed.co.in/rc/clk?jk=971f8656bd81a9ed&from=jasx&tk=1hddkton72do5000&vjs=3,"Saravanampatti, Coimbatore, Tamil Nadu",Java Web Developer,"₹14,00,000 - ₹15,00,000 a year","Position:“SOFTWARE ENGINEER”
Location:Coimbatore, 
Reports to: DEVELOPMENT MANAGER
Qualification: BE/B.Tech/MCA/M.Sc/M.Tech from a reputed university.
Experience: 3-6 YEARS experience with Java Web Application Development
Must Have:
●Have sound knowledge and experience in Core Java (Principles and Implementation)
●Have excellent Data Structures and Algorithmic skills
Have experience in development with Java 8 or above
●Have good knowledge with Object Oriented Design, SOLID Implementation
●Have good knowledge and experience in using Design Patterns, Multithreading,Concurrency Packages, Collections
●Have experience in REST API design and any related implementation frameworks
●Have experience on database integration with Hibernate or any other ORMs
●Know and implement unit testing with JUnit/TestNG, Mock frameworks etc.
●Know usage of Maven/Gradle
●Have a fair experience with VCS -Git
●Have experience with any SQL & No-SQL databases (MySQL/MariaDB/SQLServer/Postgres/Oracle, HBase/Cassandra/MongoDB)
Good to have:
●Knowledge and experience in Containerization (Docker with Kubernetes or anyorchestrator)
●Knowledge on HTML5, CSS3, JavaScript is an advantage
●Knowledge on other programming languages like Python, PHP etc.
●Worked on frameworks like Spring, Google Cloud SDK
●Experience in building cloud applications using Serverless / Micro servicesarchitecture.
Job Type: Full-time
Salary: ₹1,400,000.00 - ₹1,500,000.00 per year
Schedule:

 Day shift

Ability to commute/relocate:

 Saravanampatti, Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Experience:

 Java Web Application: 3 years (Required)
 REST API: 3 years (Required)
 ORMS: 3 years (Required)
 Junit/test NG: 3 years (Required)
 SQL & No-SQL: 3 years (Required)

Speak with the employer+91 07418881953"
116,Bosch Group,https://www.indeed.co.in/rc/clk?jk=e91a6c4d11613c91&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu","Firmware Lead for Sensors and Solutions, IoT Use-Case",,"Company Description
  Bosch Global Software Technologies Private Limited is a 100% owned subsidiary of Robert Bosch GmbH, one of the world's leading global supplier of technology and services, offering end-to-end Engineering, IT and Business Solutions. With over 22,700 associates, it’s the largest software development center of Bosch, outside Germany, indicating that it is the Technology Powerhouse of Bosch in India with a global footprint and presence in the US, Europe and the Asia Pacific region.
 
 

 Job Description
  Looking for a skilled Embedded technical lead to work on innovative sensor solutions to design and develop firmware for next gen reference designs for AI/ML enabled IoT usecases using Bosch MEMS Sensors, which in turn is driving whole wearable/hearable landscape, and bridging the physical and digital world.Applicant shall posses a creative mind and enthusiasm to work on future tech as the candidate shall be involve in designing, developing firmware and also influencing hardware design to provide a reference design platform to customers.Working on this topic the developer shall experience a very interesting and challenging work flow with a wide spectrum from analyzing the market trends, Requirement analysis, Software designing to Solution development and problem solving using simulation software as well as on actual hardware.Qualifications
 
   Personality:
 
  Listen, understand, and respond professionally to partner questions and issues while building trust. Self-starting with influencing and leadership skills.
 
   Experience & Know-How:
 
  A very good experience in coding optimized embedded SW with modern C and C++. Ideally, having further experience on MEMS sensors, BLE and understanding of AI/ML workflow for edge devices. Furthermore, a familiarity with Hardware Design and common software development tools like Enterprise Architect, Continuous Integration and Git. Having played the role of a SW Product Owner would be an added advantage.
 
   Languages:
 
  We are cooperating with different worldwide locations. Therefore, we expect excellent English skills.
 
   Education
 
  : Bachelor or Master degree in Computer Science, Electronics Engineering, Electrical Engineering or a related technical field
  Additional information
 
   Strong programming expertise in C, C++. An additional knowledge in Python is preferable.
   Hands-on experience with embedded development tools and troubleshooting methodologies
   Exposure and experience with real-time operating systems such as FreeRTOS.
   Exposure and experience with communication protocols such as SPI, I2C, USB, UART, etc.
   Exposure and experience with wireless communication protocols such as BLE, WiFi, etc.
   Domain knowledge on MEMS sensors is must
   Exposure and experience with AI/ML workflow for edge devices
   Good understanding of power measurement and management of embedded systems
   Good understanding in experience with static code analysis tools, unit testing frameworks.
   Good hold on reading schematics and data sheets for components
   Ability to adapt to fast changing requirements and provide solutions.
   Being an effective team player and willing to accept challenges and responsibilities.
 

 
 

 Qualifications
  B.E/B.Tech
  Additional Information
  9+ years of experience"
117,Augusta Hitech Soft Solutions,https://www.indeed.co.in/rc/clk?jk=a65e87240e9bb7a8&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",QA Automation,,"Description
  
   
    
      Responsibilities:
    
    
    
      As a Manual QA Engineer: 
    
    
     
    
     Collaborate with cross-functional teams to understand project requirements and define test objectives.
     Develop comprehensive test plans, test strategy, test cases and test scripts based on project requirements and design specifications.
     Execute manual test cases to identify software defects and verify functionality.
     Document test results, track defects, and collaborate with developers and stakeholders to resolve issues.
     Conduct functional, regression, integration, and usability testing as part of the software development life cycle.
     Perform exploratory testing to uncover potential issues and improve overall product quality.
     Participate in project planning and estimation activities to ensure testing timelines and deliverables are met.
     Participate in test case reviews and provide valuable feedback to optimize the testing process.
     Mentor and guide junior team members, promoting a collaborative and knowledge-sharing work environment
    
    
    
      As a QA Automation Engineer: 
    
    
     
    
     Develop and implement robust automation test strategies, frameworks, and test scripts using industry-standard tools like Selenium and Cypress.
     Collaborate with cross-functional teams, including developers and QA, to identify test requirements, create test plans, and execute test cases effectively.
     Enhance and maintain the existing automation test suites, continuously improving test coverage and efficiency.
     Actively contribute to the development and improvement of the overall testing process by recommending best practices and innovative approaches.
     Collaborate with manual testers to create and maintain a balance between automation and manual testing efforts (70% automation and 30% manual testing).
     Stay up-to-date with the latest trends, tools, and technologies in the field of automation testing, and proactively share knowledge within the team.
    
    
    
      Requirements:
    
    
     Minimum of 6 to 7 years of experience in QA automation and manual testing
     Strong experience in test case creation, test execution, and defect tracking.
     Estimating QA Budget for a project
     Proficient in writing clear, concise, and comprehensive test cases and test scripts.
     Excellent analytical and problem-solving skills.
     Strong proficiency in automation testing tools such as Selenium and Cypress.
     In-depth knowledge of various testing methodologies, software development lifecycles (SDLC), and agile practices.
     Proficient in programming languages like Java, Python, or JavaScript for test script development.
     Experience with version control systems (e.g., Git) and continuous integration/continuous deployment (CI/CD) processes.
     Ability to analyze, troubleshoot, and debug complex software issues effectively.
     Strong understanding of web technologies and the ability to test web applications across different browsers and platforms.
     Excellent communication skills and the ability to work collaboratively in a team-oriented environment.
     A proactive and self-driven attitude with a passion for delivering high-quality software products.
     Experience working in an Agile/Scrum development environment.
     Proven ability to adapt quickly to changing priorities and technologies.
    
   
  
 
 
   Job Information
   Title: QA Automation Engineer
   Industry: IT
   Qualification: Any Degree
   Required Skills: Cypress/Selenium
   Working Shift: 10AM to 7PM
   City: Coimbatore
   State: Tamilnadu"
118,Kumaraguru Institutions,https://www.indeed.co.in/rc/clk?jk=4a29ed789e73d69f&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Software Developer,"₹30,000 - ₹35,000 a month","Responsibilities:

 Directing our software programming initiatives.
 Building projects based on the requirements of the lead/Industry.
 Working closely with clients and cross-functional departments to communicate project statuses and proposals.
 Design, build, test, and deploy software applications and features and maintain the projects.
 Carry software products through the software development life cycle (SDLC)
 Write clean, concise, and efficient code.
 Manage code documentation and version control.
 Work in an agile environment to release software on a regular schedule.
 Troubleshoot and debug software.
 Work with business analysts to define software requirements.
 Participate in on-call rotation to respond to production issues.

Skillset & Qualification required:

 Ability to develop software in Python, React, Node, Django or other programming languages.
 Excellent knowledge of relational databases and SQL.
 Ability to document requirements and specifications.
 Expertise in working across a complete development lifecycle.
 Aware of Agile methods, CI/CD, testing frameworks etc.
 Experience in developing web applications using at least one popular web framework Experience with test-driven development.
 Proficiency in software engineering tools.
 Back-end development expertise.
 Familiarity with cloud platforms (e.g., AWS, Azure, Google Cloud).
 Strong problem-solving and communication skills.

Job Type: Full-time
Salary: ₹30,000.00 - ₹35,000.00 per month
Schedule:

 Day shift"
119,Bambus Technologies LLP,https://www.indeed.co.in/rc/clk?jk=01887a877df3d8bb&from=jasx&tk=1hddl11v7i99h801&vjs=3,"Coimbatore, Tamil Nadu",Senior Developer,"₹25,000 - ₹75,000 a month","Job Overview: The Odoo Associate Technical Lead will be responsible for overseeing and guiding the technical aspects of Odoo implementation projects. This individual will collaborate closely with cross-functional teams, including developers, functional consultants, project managers, and clients, to ensure successful project delivery. The Associate Technical Lead will be expected to demonstrate strong technical acumen, leadership abilities, and a deep understanding of Odoo's capabilities.
Responsibilities:

 Lead and supervise a team of developers and technical resources, providing technical guidance, mentoring, and support throughout the project lifecycle.
 Collaborate with functional consultants to understand business requirements and translate them into technical specifications within the Odoo framework.
 Design and architect solutions that align with best practices and adhere to Odoo's development guidelines.
 Manage the development, customization, and deployment of Odoo modules and applications to meet client needs.
 Perform code reviews to ensure code quality, adherence to standards, and optimization of performance.
 Troubleshoot technical issues, identify root causes and implement effective solutions promptly.
 Stay up-to-date with the latest Odoo developments, releases, and best practices to guide the team in adopting new features and technologies.
 Assist in estimating and planning project timelines, resources, and deliverables.
 Collaborate with project managers to provide technical insights and updates on project progress.
 Participate in client meetings, presentations, and discussions related to technical aspects of the project.
 Contribute to the development and maintenance of technical documentation, including system architecture, design documents, and user guides.
 Provide training and knowledge-sharing sessions to enhance the skills of the development team.

Qualifications:

 Bachelor's degree in Computer Science, Information Technology, or a related field. Master's degree is a plus.
 Proven experience (X years) working with the Odoo platform, including customization, module development, and deployment.
 Strong programming skills in languages such as Python, JavaScript, and XML.
 Previous experience in a technical leadership or supervisory role is preferred.
 Proficiency in database design and management, especially PostgreSQL.
 Familiarity with front-end technologies such as HTML, CSS, and JavaScript frameworks.
 Excellent problem-solving abilities and a proactive approach to addressing technical challenges.
 Strong communication skills to effectively collaborate with cross-functional teams and clients.
 Ability to work in an Agile/Scrum environment and manage multiple tasks simultaneously.
 Odoo certification(s) will be considered a vital asset.

Benefits:

 Competitive salary and benefits package.
 Opportunity to work on challenging projects and make a significant impact.
 Continuous learning and professional development opportunities.
 Collaborative and innovative work environment.
 Exposure to a variety of industries and business processes.

Job Types: Permanent, Full-time
Salary: ₹25,000.00 - ₹75,000.00 per month
Benefits:

 Health insurance
 Paid time off

Schedule:

 Monday to Friday
 UK shift

Tipe Lokasi:

 In-person

Ability to commute/relocate:

 Podanur, coimbatore 641023: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Required)

Experience:

 ERP systems: 4 years (Required)
 Management: 1 year (Preferred)

Work Location: In person
Speak with the employer+91 9894568371Application Deadline: 20/10/2023"
120,VenPep Solutions,https://www.indeed.co.in/rc/clk?jk=e0e15b7efce28868&from=jasx&tk=1hddl11v7i99h801&vjs=3,"Coimbatore, Tamil Nadu",Python Developer,,"Job description: 
  
   We are seeking a talented and experienced Python Developer with a strong background in Django Framework to join our team. As a Python Developer, you will be responsible for developing and maintaining our web applications and back-end systems using Python and Django. Your primary focus will be on writing efficient and scalable code, implementing new features, and ensuring the overall performance and stability of our applications.
    
  
  Responsibilities: 
  
   Develop, test, and maintain web applications using Python and Django Framework. 
   Collaborate with cross-functional teams, including designers and frontend developers, to translate business requirements into technical solutions. 
   Write clean, efficient, and reusable code that adheres to best practices and coding standards. 
   Design and implement database models and perform database optimizations. 
   Develop RESTful APIs for seamless integration with frontend applications. 
   Participate in code reviews and provide constructive feedback to maintain code quality. 
   Troubleshoot and debug issues in existing applications and provide timely resolutions. 
   Stay updated with the latest trends and advancements in Python, Django, and related technologies. 
  
  Requirements: 
  
   Bachelor's degree in Computer Science, Engineering, or a related field. 
   Minimum of 2 years of professional experience as a Python Developer, preferably with Django Framework. 
   Strong understanding of object-oriented programming principles and design patterns. 
   Proficient in Python and experience with Django Framework. 
   Experience with front-end technologies such as HTML, CSS, and JavaScript. 
   Familiarity with databases like PostgreSQL or MySQL and ability to write efficient SQL queries. 
   Knowledge of version control systems, preferably Git. 
  
  Experience: 
  2+ years. 
  Salary: 
  Negotiable based on skills and experience. 
  Location: 
  Coimbatore."
121,CoinDiary,https://www.indeed.co.in/rc/clk?jk=1f9afff5ae46510c&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Full Stack Developer,"₹5,00,000 - ₹6,00,000 a year","Education:
Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience).
Years of Experience:
2-3 years of experience
Responsibilities:
- Develop and maintain web applications, including both front-end and back-end components.
- Collaborate with product managers, designers, and other developers to understand business requirements and translate them into technical specifications.
- Write clean, efficient, and maintainable code using modern programming languages and frameworks.
- Design and implement user interfaces that are intuitive, responsive, and visually appealing.
- Develop server-side logic and APIs to enable seamless integration between front-end and back-end systems.
- Perform unit testing and debugging to ensure the quality and stability of the applications.
- Optimise applications for maximum speed and scalability.
- Collaborate with the team to continuously improve development processes and best practices.
- Stay up-to-date with emerging technologies and industry trends, and propose innovative solutions to enhance the applications.
Requirements:
- Bachelor's degree in Computer Science, Software Engineering, or a related field.
- Proven experience as a Full-stack Developer or similar role.
- Strong proficiency in front-end technologies such as HTML, CSS, JavaScript, and modern JavaScript frameworks (e.g., React, Angular, Vue.js).
- Experience with server-side languages such as Node.js, Python, or Ruby.
- Knowledge of back-end frameworks and technologies (e.g., Express.js, Django, Ruby on Rails).
- Familiarity with databases (SQL and NoSQL) and proficiency in writing efficient database queries.
- Experience with version control systems (e.g., Git) and agile development methodologies.
- Strong problem-solving and analytical skills.
- Excellent communication and collaboration abilities.
- Ability to work independently and as part of a team in a fast-paced environment.
- Attention to detail and a passion for delivering high-quality software solutions.
NOTE: Immediate joiners are preferred.
Job Type: Full-time
Salary: ₹500,000.00 - ₹600,000.00 per year
Benefits:

 Health insurance
 Leave encashment
 Paid sick time
 Provident Fund

Schedule:

 Monday to Friday

Application Question(s):

 What was your last drawn salary and what is the expectation for this role?

Experience:

 Full-stack development: 2 years (Required)"
122,SURABI JEWELLS,https://www.indeed.co.in/rc/clk?jk=2cd339b232fcf8d3&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Rs Puram, Coimbatore, Tamil Nadu",Software Developer,"From ₹25,000 a month","New projects & Development.
 Developing Existing Package based on work requirement.
 Maintain Data Base, etc.
 Good software development experience in asp.net, C#, Python and SQL Server 2008/2012.

Job Type: Full-time
Salary: From ₹25,000.00 per month
Benefits:

 Provident Fund

Schedule:

 Day shift

Supplemental pay types:

 Yearly bonus

Work Location: In person
Speak with the employer+91 9894658222"
123,BizTechnovations,https://www.indeed.co.in/rc/clk?jk=688c00bd4829803c&from=jasx&tk=1hddl11v7i99h801&vjs=3,"Koundampalayam, Coimbatore, Tamil Nadu",Odoo Developer | Biztechnovations Private Limited,"₹3,00,000 - ₹5,00,000 a year","Odoo Developer 
 “ODOO Developer” (ODOO- Software Developer) to join our enthusiastic and highly motivated team. Please note that this position is suitable for anyone having a minimum of 1 to 5 years of experience with a Bachelors Degree in Computer Science or Equivalent. 
 Salary : 3-5 Lakhs (CTC) 
 Job Responsibilities: 
 Your Major Job Responsibilities as an ODOO Developer would be: 
 1) You will lead and participate in various development projects for our products and services and be involved in all development-related aspects of our technical operations. 
 2) Take Initiatives for the required changes in software development process to manage overall quality. 
 3) Solve complex performance and other critical problems and architectural challenges. 
 4) Develop applications/features that affect everyday life. 
 Roles & Activities: 
 1) Design and Develop ODOO apps (new module development and customization). 
 2) Analyse the Scope document. 
 3) Create low level requirement document in discussion with different teams. 
 4) Follow best practices in Software development to ensure the readability and maintainability of the code. 
 5) Re-use the features available in ODOO to fulfill the Scope objectives. 
 6) Create custom module in ODOO to meet the specific domain requirement. 
 7) Follow source code checking process to maintain the code in Git Version Control. 
 8) Follow best practices for secured Software Development. 
 Required Skills Sets: 
 
  Strong knowledge of Python and programming concepts.
   Complete understanding of ODOO basic flow.
   Knowledge of data models available in ODOO core.
   Proven expertise in developing custom modules in ODOO .
   ODOO Techno functional knowledge.
   Experience in developing latest versions of ODOO and Excellent debugging skills in Odoo.
   Experience in migrating from earlier ODOO version to new version.
   Core knowledge about the current feature available in ODOO – Sales, Purchase, CRM, Accounts, Inventory, Projects, Time-sheet, HR etc.
   Knowledge in handling ODOO front end(XML and Java Script)
   Good knowledge of PostgreSQL with ability to write SQL queries.
   View customization – work on Widgets, Wizards, Java Script, view XML etc.
   Q-Web reports creation.
   Data import using ODOO import as well as custom import using Python.
   Knowledge of Version Control System like git.
   Knowledge of Linux flavored operating system
 
 


 Job Features 
 
  
   
    
     Job Category
    
    
      Software
    
   
    
   
    
     Qualification
    
    
      B E /MBA 
    
   
    
   
    
     Experince
    
    
      1 - 5 Years"
124,Enthusiasm Academic solutions,https://www.indeed.co.in/rc/clk?jk=7b38db635efaf6f9&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Python Developer - Experienced,,"Job Description:
-Design, develop, troubleshoot, debug, and maintain embedded firmware
-Realize system requirements as per requirement specification document.
-Conduct periodic code reviews and fix bugs.
-Develop test plan and procedures to validate firmware.
-Perform functional testing / verification.
-Report progress periodically to all stakeholders.
Required skills:
-Sound Knowledge of Python & C++ / C programing
-Strong Firmware troubleshooting skills.
-Experience / know-how in developing firmware for ROBOTICS & DRONE
-Experience in using common development tools, IDE, compilers & debuggers
-Good at writing comprehensive technical design documentation.
-Good interpersonal and communication skills.
Job Type: Full-time
Salary: ₹183,290.89 - ₹1,013,231.78 per year
Benefits:

 Cell phone reimbursement
 Flexible schedule
 Food provided
 Health insurance
 Internet reimbursement
 Paid sick time
 Paid time off
 Provident Fund

Schedule:

 Day shift

Tipe Lokasi:

 In-person

Education:

 Bachelor's (Preferred)

Experience:

 Python: 1 year (Preferred)
 Firmware: 1 year (Preferred)

Work Location: In person
Speak with the employer+91 9486580240"
125,Maxval,https://www.indeed.co.in/rc/clk?jk=663a17b2dba1a45f&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",SOFTWARE DEVELOPER,,"Job Information 
  
   
    Industry 
    
     IT Services 
    
   
   
    Type of Resource 
    
     Experienced 
    
   
   
    City 
    
     Coimbatore 
    
   
   
    State/Province 
    
     Tamil Nadu 
    
   
   
    Country 
    
     India 
    
   
   
    Zip/Postal Code 
    
     641035 
    
   
  
 
 
  About us 
  
   
    MaxVal started as an IP services company in 2004, with a keen focus on efficiency, cost-effectiveness, and continuous improvement through metrics-based processes. Our focus on these core values led to the tech-enablement of our offerings even before this buzzword became an industry standard. Over the years, MaxVal developed many internal applications to increase our quality and efficiency, and customer satisfaction. As these systems grew and became more sophisticated, we have productized them and offered them to our clients. Today, MaxVal serves over 600 clients across the full IP life cycle with the industry’s leading products and services. Our 500 plus employees represent the most IP and tech-savvy individuals in the industry."" At MaxVal, we do the right things and innovate ceaselessly as a winning team to achieve customer success and employee success.
     
     
   
  
   
  
   
    Python and C# .NET Developer
   
   
   
     Project: Maxval-API services
   
   
   
     We are seeking a highly skilled Python and C# .NET developer to join our team. The ideal candidate should have experience in developing applications using both programming languages and a solid understanding of software development methodologies and practices.
   
   
    Requirements
   
     Key Responsibilities:
     
     
   
   
    
   
    Develop and maintain software applications using Python and C# .NET
     
   
   
     Write clean, maintainable, and efficient code
     
   
   
     Work with stakeholders to gather requirements and determine project goals
     
   
   
     Troubleshoot and debug applications as needed
     
   
   
     Collaborate with other developers, product owners, and stakeholders to ensure successful delivery of projects
     
   
   
     Continuously discover, evaluate, and implement new technologies to maximize development efficiency
   
   
   
     Requirements:
     
     
   
   
    
   
    Strong understanding of object oriented concepts
     
   
   
     4+ years of experience in C#,.Net Framework, ASP.Net MVC, ASP.Net Web API
     
   
   
     Experience with database technologies such as SQL and NoSQL databases
     
   
   
     Experience in writing complex queries, stored procedures, triggers preferably in SQL
     
   
   
     Exposure to front-end technologies such as ReactJS/Angular
     
   
   
     Troubleshooting issues in AWS environment
     
   
   
     Strong experience in python
     
   
   
     Experience in Git source control management system
     
   
   
     Knowledge of software development methodologies, such as Agile
     
   
   
     Strong problem-solving skills and attention to detail
     
   
   
     Excellent written and verbal communication skills"
126,Bosch Group,https://www.indeed.co.in/rc/clk?jk=0a06169f28e47fbe&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Firmware Lead for MEMS Sensor System,,"Company Description
  Bosch Global Software Technologies Limited (BGSW), is a 100% owned subsidiary of Robert Bosch GmbH, one of the world’s leading global supplier of technology and services, offering end to end engineering, IT and Business solutions.
  Our specific team from BGSW works with Bosch Sensortec GmbH
  Bosch Sensortec GmbH develops and markets key technologies in consumer electronics – micro-electro-mechanical sensors (MEMS), solutions and systems for smartphone applications, tablets, video game consoles, wearables, hearables and the Internet of things. The sensors enable devices to recognize their surroundings and to transmit the data collected. MEMS are therefore part of the foundation for a networked world. Bosch Sensortec GmbH is a wholly owned subsidiary of Robert Bosch GmbH.
 
 

 Job Description
  Are you ready to boost your career in the exciting areas of sensor systems? We are looking for a skilled firmware expert to work on innovative sensor solutions to design and develop firmware for next gen IoT reference platform using Bosch MEMS Sensors.
  As part of the Software Engineering team, you develop software components, set up prototype platforms, integrate software algorithms, debug, benchmark and optimize next generation smart sensor systems and influencing hardware design as well.
  Understand complete software system comprising sensors, signals, buses, interrupts, timers to exploit and push performance boundaries for resource constrained MCU based devices with limited computing power / memory footprint.
  Working on this topic the developer shall experience a very interesting and challenging work flow with a wide spectrum from analyzing the market trends, Requirement analysis, Software designing to solution development and problem solving using simulation software as well as on actual hardware.
 
 

 Qualifications
  
 
   Personality: Self-starting with influencing and leadership skills.You convince and inspire others with your ideas and are a positive team player with experience working in multicultural teams.
   Experience & Know-How: A very good experience in optimized coding for embedded SW with modern C and C++. Ideally, having further experience on MEMS sensors, BLE and understanding and work experience on Sensor Framework, HAL & device tree (Linux, Android, Zephyr). Furthermore, a familiarity with Hardware Design and common software development tools like Enterprise Architect, Continuous Integration and Git.
   Experience: Solid knowledge and 8+ years of working experience in embedded software systems on several microcontroller platforms (ARM Cortex-M and others), optimizing and debugging techniques, development in C, fulfilling real time requirements is a must.
   Languages: We are cooperating with different worldwide locations. Therefore, we expect excellent English skills.
   Education: Bachelor or Master degree in Computer Science, Electronics Engineering, Electrical Engineering or a related technical field
 
  Additional Information
  
 
   Strong programming expertise in C, C++. An additional knowledge in Python and linux is preferable.
   Exposure and experience with real-time operating systems such as Zephyr, RTLinux.
   Exposure and experience with communication protocols such as SPI, I2C, USB, UART etc.
   Good understanding of power measurement and management of embedded systems
   Good understanding in experience with static code analysis tools, unit testing frameworks.
   Good hold on reading schematics and data sheets for components
   Ability to adapt to fast changing requirements and provide solutions.
   Being an effective team player and willing to accept challenges and responsibilities."
127,Bosch Group,https://www.indeed.co.in/rc/clk?jk=d510edfe4490c928&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Embedded_Test Engineer_NextGenSensor_EAC,,"Company Description
  Bosch Global Software Technologies Private Limited is a 100% owned subsidiary of Robert Bosch GmbH, one of the world's leading global supplier of technology and services, offering end-to-end Engineering, IT and Business Solutions. With over 22,700 associates, it’s the largest software development center of Bosch, outside Germany, indicating that it is the Technology Powerhouse of Bosch in India with a global footprint and presence in the US, Europe and the Asia Pacific region.
 
 

 Job Description
  Looking for a skilled Embedded tester to test firmware for next gen MEMS Sensors, which in turn is driving whole IoT landscape, and is bridge between physical and digital world. The developer shall posses a creative mind and enthusiasm to work on future tech as the candidate shall be testing low level optimized firmware to efficiently using limited resource and enable the sensors for different use-cases =.
  Working on this topic the tester shall experience a very interesting and challenging work flow with a wide spectrum from Requirements analysis, Software designing to Solution development and problem solving using simulation software as well as on actual hardware
 
 

 Qualifications
  
 
   Personality: You can provide excellent structured analytical skills and understanding of physical parameters and cross-system coherences.. Self-starting with influencing and leadership skills. Responsible for test specification, execution, automation and documentation
   Experience & Know-How: A very good experience in testing of embedded SW with pythom. Ideally, having further experience on MEMS sensors, FPGA. Furthermore, a familiarity with ASICS, SystemC models and common software tools like python, Continuous Integration and Git,
   Languages: We are cooperating with different worldwide locations. Therefore, we expect excellent English skills.
   Education: Bachelor or Master degree in Computer Science, Electrical Engineering or a related technical field
   6+ years of industry experience
 
  Additional Information
  
 
   ISTQB Foundation level certified
   Strong expertise in Python. An additional knowledge in Assembly and C is preferable.
   Hands-on experience with embedded protocols and troubleshooting methodologies
   Exposure and experience with communication protocols such as SPI, I2C, USB, UART etc.
   Domain knowledge on MEMS sensors.
   Good understanding of power measurement and management of embedded systems
   Adequate knowledge of reading schematics and data sheets for components
   Strong documentation and writing skills
   Good communication skills, interpersonal skills and ability to work independently on problems.
   Ability to adapt to fast changing requirements and provide solutions.
   Being an effective team player and willing to accept challenges and responsibilities."
128,Enthu Technology Solutions India Pvt Ltd,https://www.indeed.co.in/rc/clk?jk=6b9f9f4b69340f0f&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Python Developer,"₹3,00,000 - ₹4,00,000 a year","Job Description:

 Design, develop, troubleshoot, debug, and maintain embedded firmware
 Realize system requirements as per requirement specification document.
 Conduct periodic code reviews and fix bugs.
 Develop test plan and procedures to validate firmware.
 Perform functional testing / verification.
 Report progress periodically to all stakeholders.

Required skills:

 Sound Knowledge of Python & C++ / C programing
 Strong Firmware troubleshooting skills.
 Experience / know-how in developing firmware for ROBOTICS & DRONE
 Experience in using common development tools, IDE, compilers & debuggers
 Good at writing comprehensive technical design documentation.
 Good interpersonal and communication skills.

Terms & ConditionsSelected candidates should work with us for at least 3 years.Candidate must be ready to relocate to Coimbatore, Tamilnadu.Travel across India based on business
Job Type: Full-time
Pay: ₹300,000.00 - ₹400,000.00 per year
Benefits:

 Cell phone reimbursement
 Flexible schedule
 Food provided
 Health insurance
 Internet reimbursement
 Life insurance
 Paid sick time
 Paid time off
 Provident Fund

Schedule:

 Day shift

Tipe Lokasi:

 In-person

Experience:

 total work: 1 year (Preferred)
 Firmware troubleshooting: 1 year (Preferred)
 Python & C++ / C programing: 1 year (Preferred)
 ROBOTICS & DRONE: 1 year (Preferred)

Work Location: In person
Speak with the employer+91 8248991018"
